practice,inr,population,value,date
302588,85.0,8774,0.009687713699566902,2020-01-01
302594,133.0,10534,0.012625783178279856,2020-01-01
302596,40.0,6103,0.006554153694904146,2020-01-01
302912,157.0,5975,0.026276150627615062,2020-01-01
302973,22.0,2660,0.008270676691729323,2020-01-01
303099,5.0,5739,0.0008712319219376198,2020-01-01
303108,17.0,3493,0.004866876610363584,2020-01-01
303159,6.0,10156,0.0005907837731390311,2020-01-01
303179,18.0,3930,0.004580152671755725,2020-01-01
303180,11.0,11188,0.0009831962817304254,2020-01-01
303182,68.0,8320,0.008173076923076924,2020-01-01
303217,15.0,4711,0.0031840373593716833,2020-01-01
303233,75.0,8329,0.009004682434866131,2020-01-01
303292,0.0,3883,0.0,2020-01-01
303318,3.0,2760,0.0010869565217391304,2020-01-01
303462,129.0,8866,0.014549966162869389,2020-01-01
303498,70.0,4594,0.015237265999129298,2020-01-01
303547,36.0,3800,0.009473684210526316,2020-01-01
303562,25.0,3074,0.008132726089785295,2020-01-01
303564,10.0,3023,0.0033079722130334105,2020-01-01
303568,12.0,3223,0.003723239218119764,2020-01-01
303588,151.0,14935,0.010110478741211919,2020-01-01
303613,0.0,2401,0.0,2020-01-01
303643,11.0,2206,0.004986400725294651,2020-01-01
303749,59.0,8623,0.006842166299431752,2020-01-01
303815,23.0,6901,0.003332850311549051,2020-01-01
303844,40.0,8201,0.004877453969028167,2020-01-01
303941,56.0,8617,0.006498781478472786,2020-01-01
304557,77.0,5897,0.013057486857724267,2020-01-01
304560,84.0,5906,0.014222824246528954,2020-01-01
304639,43.0,3719,0.01156224791610648,2020-01-01
305097,26.0,3306,0.007864488808227465,2020-01-01
305121,24.0,4474,0.005364327223960662,2020-01-01
305149,3.0,2448,0.0012254901960784314,2020-01-01
305159,32.0,4313,0.00741942963134709,2020-01-01
305803,0.0,630,0.0,2020-01-01
306091,90.0,3067,0.029344636452559504,2020-01-01
54966,33.0,2152,0.01533457249070632,2020-01-01
59535,3.0,5045,0.0005946481665014867,2020-01-01
26176,3.0,7515,0.0003992015968063872,2020-01-01
295768,47.0,3835,0.01225554106910039,2020-01-01
296397,128.0,8315,0.015393866506313891,2020-01-01
296432,164.0,8208,0.019980506822612085,2020-01-01
296473,4.0,2552,0.001567398119122257,2020-01-01
296526,29.0,2173,0.013345605154164749,2020-01-01
296627,80.0,4617,0.017327268789257094,2020-01-01
296979,22.0,1138,0.019332161687170474,2020-01-01
297409,50.0,3295,0.015174506828528073,2020-01-01
297458,111.0,5893,0.01883590700831495,2020-01-01
297501,20.0,2856,0.0070028011204481795,2020-01-01
297558,62.0,5064,0.012243285939968405,2020-01-01
297561,12.0,1796,0.0066815144766146995,2020-01-01
297578,10.0,1772,0.0056433408577878106,2020-01-01
297620,59.0,3538,0.01667608818541549,2020-01-01
297629,3.0,821,0.0036540803897685747,2020-01-01
297799,20.0,1954,0.01023541453428864,2020-01-01
297840,65.0,3498,0.018582046883933678,2020-01-01
297852,46.0,2728,0.01686217008797654,2020-01-01
297919,24.0,5154,0.004656577415599534,2020-01-01
297931,30.0,2309,0.0129926375054136,2020-01-01
298097,0.0,1572,0.0,2020-01-01
298182,44.0,2773,0.015867291741795887,2020-01-01
298572,9.0,3558,0.002529510961214165,2020-01-01
298869,5.0,3547,0.00140964195094446,2020-01-01
298970,0.0,1609,0.0,2020-01-01
298978,34.0,6645,0.005116629044394282,2020-01-01
299007,10.0,3750,0.0026666666666666666,2020-01-01
299030,11.0,3037,0.0036219953901876854,2020-01-01
299032,30.0,7159,0.004190529403547982,2020-01-01
299033,38.0,6455,0.005886909372579396,2020-01-01
299052,1.0,1040,0.0009615384615384616,2020-01-01
299073,1.0,4909,0.00020370747606437156,2020-01-01
299079,1.0,1844,0.0005422993492407809,2020-01-01
299116,5.0,3347,0.0014938751120406335,2020-01-01
299258,27.0,295,0.09152542372881356,2020-01-01
299294,5.0,2413,0.0020721094073767096,2020-01-01
301553,3.0,5931,0.0005058168942842691,2020-01-01
301606,13.0,3624,0.00358719646799117,2020-01-01
301927,13.0,2659,0.004889056036103798,2020-01-01
302155,8.0,4266,0.001875293014533521,2020-01-01
302527,116.0,6445,0.01799844840961986,2020-01-01
302574,42.0,3662,0.011469142545057346,2020-01-01
302592,71.0,6672,0.010641486810551559,2020-01-01
303004,155.0,9240,0.016774891774891776,2020-01-01
303098,3.0,2647,0.0011333585190782018,2020-01-01
303241,41.0,6322,0.006485289465359064,2020-01-01
303277,6.0,3259,0.001841055538508745,2020-01-01
303300,1.0,1801,0.000555247084952804,2020-01-01
303550,18.0,2340,0.007692307692307693,2020-01-01
303552,6.0,1817,0.003302146395156852,2020-01-01
303558,15.0,1708,0.008782201405152224,2020-01-01
303581,17.0,3269,0.005200367084735393,2020-01-01
303584,33.0,3159,0.010446343779677113,2020-01-01
303610,1.0,5477,0.00018258170531312764,2020-01-01
303622,2.0,4361,0.00045861041045631735,2020-01-01
303633,39.0,4811,0.008106422781126586,2020-01-01
303642,21.0,2484,0.008454106280193236,2020-01-01
304615,38.0,3138,0.012109623964308477,2020-01-01
305102,13.0,3572,0.003639417693169093,2020-01-01
305177,24.0,3933,0.006102212051868803,2020-01-01
305190,4.0,2466,0.0016220600162206002,2020-01-01
305192,17.0,4650,0.0036559139784946237,2020-01-01
373593,19.0,2632,0.007218844984802432,2020-01-01
72908,0.0,16,0.0,2020-01-01
296251,0.0,764,0.0,2020-01-01
296504,5.0,1386,0.0036075036075036075,2020-01-01
297264,19.0,1911,0.009942438513867086,2020-01-01
297507,21.0,2561,0.008199921905505662,2020-01-01
297596,6.0,1382,0.004341534008683068,2020-01-01
297643,7.0,1243,0.0056315366049879325,2020-01-01
297859,47.0,3175,0.014803149606299212,2020-01-01
297873,64.0,4774,0.013405948889819858,2020-01-01
298965,18.0,2192,0.008211678832116789,2020-01-01
298976,14.0,4086,0.0034263338228095936,2020-01-01
299000,56.0,2578,0.021722265321955005,2020-01-01
299016,0.0,1337,0.0,2020-01-01
299044,31.0,4525,0.006850828729281768,2020-01-01
299215,9.0,4165,0.0021608643457382954,2020-01-01
301619,43.0,2018,0.02130822596630327,2020-01-01
302173,9.0,5229,0.0017211703958691911,2020-01-01
305116,76.0,4851,0.01566687280972995,2020-01-01
305801,12.0,11260,0.0010657193605683837,2020-01-01
306050,2.0,2668,0.0007496251874062968,2020-01-01
306317,13.0,2762,0.004706734250543085,2020-01-01
297581,5.0,1972,0.002535496957403651,2020-01-01
297860,41.0,2642,0.015518546555639667,2020-01-01
297881,26.0,1260,0.020634920634920634,2020-01-01
298720,14.0,1988,0.007042253521126761,2020-01-01
298954,57.0,4158,0.013708513708513708,2020-01-01
299059,1.0,3244,0.00030826140567200987,2020-01-01
299069,8.0,4357,0.0018361257746155612,2020-01-01
299075,1.0,2645,0.0003780718336483932,2020-01-01
299089,5.0,6403,0.0007808839606434484,2020-01-01
299129,13.0,3978,0.0032679738562091504,2020-01-01
299210,15.0,3853,0.003893070334804049,2020-01-01
299214,2.0,2374,0.0008424599831508003,2020-01-01
299344,5.0,1317,0.0037965072133637054,2020-01-01
301295,56.0,4482,0.01249442213297635,2020-01-01
301633,47.0,2947,0.015948422124194096,2020-01-01
302399,44.0,3304,0.013317191283292978,2020-01-01
302489,63.0,1579,0.039898670044331855,2020-01-01
303382,8.0,2170,0.003686635944700461,2020-01-01
303394,28.0,3792,0.007383966244725738,2020-01-01
303505,47.0,5401,0.008702092205147194,2020-01-01
303567,26.0,2371,0.010965837199493884,2020-01-01
303576,13.0,2469,0.005265289590927501,2020-01-01
306277,1.0,1992,0.000502008032128514,2020-01-01
373685,0.0,2416,0.0,2020-01-01
297565,5.0,1484,0.0033692722371967657,2020-01-01
299004,3.0,3884,0.000772399588053553,2020-01-01
299333,1.0,1735,0.0005763688760806917,2020-01-01
303213,11.0,4521,0.0024330900243309003,2020-01-01
303253,10.0,3706,0.002698327037236913,2020-01-01
305805,0.0,73,0.0,2020-01-01
373712,2.0,2618,0.0007639419404125286,2020-01-01
303551,18.0,1772,0.010158013544018058,2020-01-01
155007,0.0,10,0.0,2020-01-01
303587,9.0,1773,0.005076142131979695,2020-01-01
297928,0.0,38,0.0,2020-01-01
299338,0.0,2198,0.0,2020-01-01
303197,0.0,2334,0.0,2020-01-01
70265,18.0,811,0.02219482120838471,2020-01-01
299056,0.0,1499,0.0,2020-01-01
303583,30.0,2920,0.010273972602739725,2020-01-01
65245,0.0,46,0.0,2020-01-01
299271,0.0,80,0.0,2020-01-01
299329,0.0,3015,0.0,2020-01-01
299117,0.0,1516,0.0,2020-01-01
80691,0.0,66,0.0,2020-01-01
5071,0.0,6,0.0,2020-01-01
296248,0.0,938,0.0,2020-01-01
131163,0.0,65,0.0,2020-01-01
102192,2.0,1960,0.0010204081632653062,2020-02-01
107402,16.0,2033,0.007870142646335464,2020-02-01
107404,5.0,1188,0.004208754208754209,2020-02-01
110407,184.0,11207,0.01641830998483091,2020-02-01
113410,41.0,3568,0.01149103139013453,2020-02-01
114411,5.0,2227,0.00224517287831163,2020-02-01
118416,24.0,2088,0.011494252873563218,2020-02-01
120,121.0,10547,0.011472456622736323,2020-02-01
120270,1.0,4125,0.00024242424242424242,2020-02-01
120417,110.0,4889,0.022499488647985275,2020-02-01
121418,106.0,3184,0.03329145728643216,2020-02-01
123419,40.0,2011,0.019890601690701143,2020-02-01
123568,42.0,3110,0.013504823151125401,2020-02-01
124414,83.0,3581,0.02317788327282882,2020-02-01
124791,254.0,15885,0.015989927604658484,2020-02-01
129710,3.0,2354,0.001274426508071368,2020-02-01
131175,69.0,5286,0.013053348467650397,2020-02-01
131428,47.0,1821,0.02580999450851181,2020-02-01
137434,124.0,7260,0.017079889807162536,2020-02-01
138445,13.0,4089,0.0031792614331132307,2020-02-01
139436,17.0,2449,0.006941608819926501,2020-02-01
143263,43.0,4634,0.00927924039706517,2020-02-01
145433,164.0,15962,0.010274401704047111,2020-02-01
148223,0.0,69,0.0,2020-02-01
149438,94.0,4660,0.02017167381974249,2020-02-01
150438,7.0,4559,0.0015354244351831541,2020-02-01
155445,81.0,3490,0.023209169054441262,2020-02-01
157446,9.0,5158,0.0017448623497479643,2020-02-01
159447,36.0,2242,0.016057091882247992,2020-02-01
16,100.0,7607,0.013145786775338505,2020-02-01
163452,41.0,6490,0.0063174114021571645,2020-02-01
163453,3.0,4374,0.0006858710562414266,2020-02-01
17,10.0,5348,0.0018698578908002991,2020-02-01
170459,16.0,2109,0.007586533902323376,2020-02-01
171459,16.0,3766,0.004248539564524694,2020-02-01
172460,56.0,3272,0.017114914425427872,2020-02-01
174462,36.0,4094,0.008793356130923302,2020-02-01
175463,8.0,9458,0.0008458447874814971,2020-02-01
177513,3.0,2692,0.001114413075780089,2020-02-01
182518,18.0,4130,0.0043583535108958835,2020-02-01
182519,6.0,2614,0.0022953328232593728,2020-02-01
184521,6.0,3320,0.0018072289156626507,2020-02-01
185521,12.0,12488,0.0009609224855861628,2020-02-01
186523,18.0,2050,0.00878048780487805,2020-02-01
187523,6.0,2524,0.002377179080824089,2020-02-01
189526,104.0,5980,0.017391304347826087,2020-02-01
19,64.0,8911,0.00718213444057906,2020-02-01
190527,2.0,5417,0.00036920804873546244,2020-02-01
191528,32.0,5379,0.00594906116378509,2020-02-01
195532,21.0,3029,0.006932981181908221,2020-02-01
196528,118.0,8124,0.014524864598719843,2020-02-01
196530,75.0,10481,0.007155805743726744,2020-02-01
196531,120.0,11637,0.010311936065996391,2020-02-01
196533,21.0,4971,0.004224502112251056,2020-02-01
197535,1.0,2265,0.0004415011037527594,2020-02-01
20,117.0,9973,0.01173167552391457,2020-02-01
201538,105.0,15235,0.006892024942566459,2020-02-01
206540,14.0,6728,0.002080856123662307,2020-02-01
20989,1.0,6312,0.00015842839036755386,2020-02-01
20999,7.0,6462,0.0010832559579077685,2020-02-01
210547,10.0,2248,0.004448398576512456,2020-02-01
213550,1.0,5881,0.00017003910899506886,2020-02-01
215552,50.0,2850,0.017543859649122806,2020-02-01
217554,9.0,2060,0.004368932038834952,2020-02-01
218555,3.0,3263,0.0009193993257738277,2020-02-01
219557,16.0,3732,0.004287245444801715,2020-02-01
220,27.0,2890,0.009342560553633217,2020-02-01
222559,0.0,2842,0.0,2020-02-01
223560,4.0,1750,0.002285714285714286,2020-02-01
224553,27.0,7869,0.003431185665268776,2020-02-01
224554,5.0,9934,0.0005033219247030401,2020-02-01
22470,38.0,2584,0.014705882352941176,2020-02-01
225562,15.0,5841,0.0025680534155110425,2020-02-01
226563,18.0,10436,0.0017247987734764277,2020-02-01
228565,0.0,1905,0.0,2020-02-01
229566,4.0,4121,0.000970638194612958,2020-02-01
233568,1.0,2852,0.0003506311360448808,2020-02-01
233569,0.0,6189,0.0,2020-02-01
235568,42.0,5170,0.008123791102514507,2020-02-01
23633,6.0,2842,0.00211118930330753,2020-02-01
237573,4.0,4483,0.0008922596475574393,2020-02-01
237574,44.0,12309,0.0035746201966041107,2020-02-01
240576,12.0,2218,0.005410279531109108,2020-02-01
240577,14.0,7633,0.0018341412288746233,2020-02-01
242578,11.0,3971,0.002770083102493075,2020-02-01
245582,23.0,2686,0.008562918838421444,2020-02-01
24643,39.0,6208,0.006282216494845361,2020-02-01
24646,28.0,8974,0.0031201248049922,2020-02-01
246583,0.0,3268,0.0,2020-02-01
248585,40.0,5563,0.007190364911019234,2020-02-01
250587,18.0,4053,0.0044411547002220575,2020-02-01
25140,17.0,4165,0.004081632653061225,2020-02-01
25142,2.0,3988,0.0005015045135406219,2020-02-01
251589,3.0,2644,0.0011346444780635401,2020-02-01
25301,18.0,4070,0.004422604422604423,2020-02-01
255592,14.0,2888,0.004847645429362881,2020-02-01
256592,2.0,4957,0.00040346984062941297,2020-02-01
257595,5.0,4173,0.0011981787682722263,2020-02-01
25849,19.0,7078,0.0026843741169821985,2020-02-01
25857,44.0,3176,0.013853904282115869,2020-02-01
25927,13.0,2611,0.00497893527384144,2020-02-01
25949,20.0,6821,0.002932121389825539,2020-02-01
25951,12.0,6865,0.0017479970866715222,2020-02-01
26024,30.0,6884,0.004357931435212086,2020-02-01
26043,1.0,8253,0.00012116806009935781,2020-02-01
26097,16.0,7032,0.0022753128555176336,2020-02-01
26108,13.0,4553,0.0028552602679551946,2020-02-01
26162,4.0,3986,0.0010035122930255895,2020-02-01
26164,22.0,2264,0.009717314487632508,2020-02-01
26179,14.0,3057,0.004579653254824992,2020-02-01
265601,1.0,6309,0.0001585037248375337,2020-02-01
266602,0.0,2492,0.0,2020-02-01
267603,4.0,2386,0.0016764459346186086,2020-02-01
267604,31.0,8443,0.003671680682221959,2020-02-01
269606,36.0,6121,0.005881391929423297,2020-02-01
27011,92.0,9427,0.009759202291290972,2020-02-01
27012,61.0,6262,0.009741296710316193,2020-02-01
27013,81.0,7635,0.010609037328094302,2020-02-01
27014,69.0,13354,0.005166991163696271,2020-02-01
27015,16.0,15534,0.0010299987125016094,2020-02-01
27017,18.0,4451,0.004044035048303752,2020-02-01
27018,143.0,19279,0.007417397167902899,2020-02-01
27026,38.0,7528,0.005047821466524973,2020-02-01
27027,62.0,6019,0.01030071440438611,2020-02-01
27029,61.0,15879,0.0038415517349959065,2020-02-01
27030,2.0,7599,0.0002631925253322806,2020-02-01
27032,18.0,7231,0.0024892822569492464,2020-02-01
27034,0.0,2695,0.0,2020-02-01
27039,10.0,6274,0.0015938795027095952,2020-02-01
27040,3.0,4304,0.0006970260223048327,2020-02-01
27041,1.0,2839,0.0003522367030644593,2020-02-01
27044,2.0,1614,0.0012391573729863693,2020-02-01
27045,27.0,6145,0.004393816110659072,2020-02-01
27047,20.0,5081,0.00393623302499508,2020-02-01
27050,4.0,2114,0.001892147587511826,2020-02-01
27052,17.0,5803,0.002929519214199552,2020-02-01
27055,11.0,5164,0.0021301316808675446,2020-02-01
27058,8.0,2092,0.0038240917782026767,2020-02-01
27059,31.0,7826,0.0039611551239458215,2020-02-01
27060,100.0,8238,0.012138868657441126,2020-02-01
270606,0.0,4712,0.0,2020-02-01
27065,3.0,4142,0.0007242877836793819,2020-02-01
27068,3.0,1995,0.0015037593984962407,2020-02-01
27069,53.0,5744,0.009227019498607242,2020-02-01
27070,81.0,10669,0.007592089230480832,2020-02-01
27071,90.0,8281,0.010868252626494384,2020-02-01
27072,33.0,7048,0.004682179341657208,2020-02-01
27073,87.0,8033,0.010830324909747292,2020-02-01
27075,44.0,6517,0.006751572809574957,2020-02-01
27076,42.0,6059,0.006931836936788249,2020-02-01
27077,77.0,6482,0.011879049676025918,2020-02-01
27084,63.0,16645,0.00378492039651547,2020-02-01
27086,17.0,3374,0.005038529934795495,2020-02-01
27087,110.0,10578,0.010398941198714312,2020-02-01
271608,2.0,5083,0.0003934684241589612,2020-02-01
272608,1.0,4155,0.00024067388688327315,2020-02-01
274602,72.0,8345,0.008627920910724986,2020-02-01
274608,454.0,23410,0.019393421614694574,2020-02-01
274610,167.0,13940,0.011979913916786227,2020-02-01
274614,147.0,8045,0.018272218769422,2020-02-01
275614,334.0,11406,0.029282833596352798,2020-02-01
275616,142.0,9943,0.014281404002816052,2020-02-01
275617,378.0,10611,0.035623409669211195,2020-02-01
275618,139.0,9407,0.014776230466673753,2020-02-01
275620,282.0,9876,0.028554070473876064,2020-02-01
276764,25.0,5473,0.004567878677142335,2020-02-01
276966,90.0,12244,0.007350539039529565,2020-02-01
278074,5.0,10856,0.0004605747973470892,2020-02-01
278682,57.0,7157,0.007964230822970519,2020-02-01
278784,57.0,7925,0.007192429022082019,2020-02-01
280905,13.0,2059,0.006313744536182613,2020-02-01
281006,67.0,8727,0.007677323249684886,2020-02-01
281106,94.0,9956,0.00944154278826838,2020-02-01
281107,34.0,6551,0.0051900473210196914,2020-02-01
281402,21.0,8485,0.0024749558043606363,2020-02-01
281711,7.0,8762,0.0007989043597352203,2020-02-01
28178,37.0,9396,0.0039378458918688805,2020-02-01
281908,29.0,3688,0.007863340563991324,2020-02-01
282216,20.0,8998,0.002222716159146477,2020-02-01
28418,24.0,2537,0.009459992116673236,2020-02-01
284338,125.0,9544,0.013097233864207879,2020-02-01
284742,43.0,8252,0.005210857973824527,2020-02-01
285347,9.0,7469,0.0012049805864238854,2020-02-01
286357,20.0,2569,0.007785130400934216,2020-02-01
28642,18.0,5081,0.0035426097224955716,2020-02-01
28645,11.0,1718,0.006402793946449359,2020-02-01
286559,1.0,1757,0.0005691519635742744,2020-02-01
286661,0.0,1522,0.0,2020-02-01
286762,0.0,1738,0.0,2020-02-01
28682,3.0,9504,0.0003156565656565657,2020-02-01
28701,21.0,9001,0.002333074102877458,2020-02-01
28720,26.0,4935,0.0052684903748733535,2020-02-01
287265,298.0,22979,0.012968362417859786,2020-02-01
287402,22.0,4668,0.004712939160239932,2020-02-01
287446,128.0,6696,0.019115890083632018,2020-02-01
287456,12.0,5185,0.0023143683702989393,2020-02-01
287464,204.0,6853,0.0297679848241646,2020-02-01
288420,77.0,5239,0.014697461347585417,2020-02-01
288571,133.0,10322,0.012885099786863011,2020-02-01
288971,20.0,2890,0.006920415224913495,2020-02-01
289267,1.0,2081,0.0004805382027871216,2020-02-01
289768,120.0,13968,0.00859106529209622,2020-02-01
289771,36.0,4304,0.008364312267657992,2020-02-01
289772,18.0,2749,0.0065478355765733,2020-02-01
289773,54.0,4705,0.011477151965993623,2020-02-01
289774,25.0,2661,0.009394964299135663,2020-02-01
289776,4.0,2705,0.0014787430683918669,2020-02-01
289921,36.0,11109,0.0032406157169862274,2020-02-01
290784,42.0,10639,0.003947739449196353,2020-02-01
290785,31.0,6241,0.0049671526998878385,2020-02-01
290786,25.0,3986,0.006271951831409934,2020-02-01
291235,0.0,73,0.0,2020-02-01
291379,122.0,9316,0.013095749248604552,2020-02-01
291430,19.0,8361,0.002272455447912929,2020-02-01
291582,45.0,3142,0.014322087842138766,2020-02-01
291680,26.0,4111,0.006324495256628557,2020-02-01
292088,22.0,6152,0.003576072821846554,2020-02-01
292096,49.0,9086,0.00539291217257319,2020-02-01
292105,38.0,9536,0.003984899328859061,2020-02-01
292116,15.0,4952,0.0030290791599353797,2020-02-01
292120,17.0,16790,0.0010125074449076831,2020-02-01
292196,84.0,11003,0.0076342815595746615,2020-02-01
292211,24.0,3280,0.007317073170731708,2020-02-01
292213,68.0,6971,0.009754698034715249,2020-02-01
292250,90.0,4223,0.021311863604072934,2020-02-01
292254,168.0,14730,0.011405295315682282,2020-02-01
292280,108.0,10431,0.010353753235547885,2020-02-01
292281,39.0,11530,0.0033824804856895057,2020-02-01
292314,44.0,8865,0.0049633389734912575,2020-02-01
292319,238.0,15901,0.014967612099867933,2020-02-01
292361,57.0,9101,0.006263048016701462,2020-02-01
292372,115.0,6362,0.01807607670543854,2020-02-01
292384,131.0,10985,0.011925352753755121,2020-02-01
292385,11.0,10720,0.0010261194029850746,2020-02-01
292400,38.0,13597,0.0027947341325292342,2020-02-01
292453,119.0,8645,0.013765182186234818,2020-02-01
292476,50.0,6168,0.008106355382619975,2020-02-01
292483,58.0,6764,0.008574807806031934,2020-02-01
292491,2.0,1766,0.0011325028312570782,2020-02-01
292497,46.0,4711,0.009764381235406495,2020-02-01
292506,102.0,11530,0.008846487424111016,2020-02-01
292533,2.0,10973,0.00018226556092226375,2020-02-01
292560,45.0,7768,0.005792996910401648,2020-02-01
292594,20.0,7031,0.002844545583842981,2020-02-01
292596,30.0,8303,0.003613151872817054,2020-02-01
292646,13.0,4319,0.003009956008335263,2020-02-01
292663,35.0,3379,0.010358094110683634,2020-02-01
292690,19.0,3675,0.0051700680272108845,2020-02-01
292700,6.0,8136,0.0007374631268436578,2020-02-01
292718,6.0,7732,0.0007759958613554061,2020-02-01
292736,6.0,3535,0.0016973125884016972,2020-02-01
292746,12.0,10664,0.0011252813203300824,2020-02-01
292757,4.0,6263,0.0006386715631486508,2020-02-01
292759,121.0,9535,0.012690089145254326,2020-02-01
292772,14.0,3858,0.0036288232244686366,2020-02-01
292775,28.0,7424,0.003771551724137931,2020-02-01
292779,56.0,3240,0.01728395061728395,2020-02-01
292782,121.0,7173,0.01686881360658023,2020-02-01
292800,28.0,5530,0.005063291139240506,2020-02-01
292810,2.0,7697,0.0002598414966870209,2020-02-01
292833,80.0,9624,0.00831255195344971,2020-02-01
292836,53.0,4710,0.011252653927813163,2020-02-01
292848,62.0,13880,0.0044668587896253605,2020-02-01
292859,2.0,5723,0.00034946706272933774,2020-02-01
292918,13.0,10983,0.0011836474551579713,2020-02-01
292925,188.0,16579,0.011339646540804632,2020-02-01
292935,28.0,5684,0.0049261083743842365,2020-02-01
292943,28.0,11475,0.0024400871459694987,2020-02-01
292950,8.0,5732,0.0013956734124214933,2020-02-01
292993,73.0,15772,0.004628455490743089,2020-02-01
293013,53.0,6736,0.007868171021377672,2020-02-01
293019,149.0,9980,0.014929859719438878,2020-02-01
293029,79.0,6830,0.011566617862371889,2020-02-01
293043,30.0,8475,0.0035398230088495575,2020-02-01
293046,8.0,11145,0.0007178106774338268,2020-02-01
293047,5.0,1978,0.0025278058645096056,2020-02-01
293076,13.0,10679,0.0012173424477947374,2020-02-01
293087,91.0,16351,0.0055654088434958105,2020-02-01
293104,205.0,15107,0.013569868272986034,2020-02-01
293120,188.0,12831,0.014652014652014652,2020-02-01
293132,34.0,2838,0.011980267794221282,2020-02-01
293135,135.0,7809,0.017287744909719554,2020-02-01
293165,7.0,8449,0.0008285004142502071,2020-02-01
293170,6.0,9798,0.000612369871402327,2020-02-01
293173,128.0,9949,0.012865614634636646,2020-02-01
293174,136.0,7750,0.017548387096774195,2020-02-01
293177,90.0,14284,0.0063007560907308875,2020-02-01
293205,7.0,2616,0.002675840978593272,2020-02-01
293210,62.0,5800,0.010689655172413793,2020-02-01
293229,106.0,10689,0.009916736832257462,2020-02-01
293256,161.0,9698,0.016601361105382552,2020-02-01
293260,106.0,6087,0.01741416132741909,2020-02-01
293460,229.0,23502,0.00974385158709897,2020-02-01
293506,38.0,3728,0.0101931330472103,2020-02-01
293539,23.0,4919,0.00467574710306973,2020-02-01
293582,47.0,10337,0.004546773725452259,2020-02-01
293607,7.0,5869,0.001192707445902198,2020-02-01
293678,3.0,4576,0.0006555944055944056,2020-02-01
293688,51.0,3381,0.015084294587400177,2020-02-01
293693,233.0,21875,0.010651428571428572,2020-02-01
293714,8.0,2190,0.0036529680365296802,2020-02-01
293719,130.0,13164,0.009875417806137952,2020-02-01
293729,0.0,2646,0.0,2020-02-01
293736,69.0,6179,0.011166855478232724,2020-02-01
293799,193.0,19771,0.00976177229275201,2020-02-01
293809,126.0,10097,0.012478954144795483,2020-02-01
293814,73.0,8841,0.008256984504015383,2020-02-01
293816,6.0,2168,0.0027675276752767526,2020-02-01
293832,1.0,2790,0.00035842293906810036,2020-02-01
293851,9.0,4063,0.002215111986217081,2020-02-01
293861,11.0,17008,0.0006467544684854187,2020-02-01
293946,9.0,3354,0.0026833631484794273,2020-02-01
294012,24.0,7519,0.003191913818326905,2020-02-01
294058,6.0,3470,0.001729106628242075,2020-02-01
294091,33.0,4874,0.006770619614279852,2020-02-01
294097,8.0,4873,0.0016416991586291811,2020-02-01
294105,30.0,4978,0.006026516673362796,2020-02-01
294146,201.0,12839,0.015655424877326896,2020-02-01
294182,163.0,10345,0.015756404059932335,2020-02-01
294415,133.0,12534,0.0106111377054412,2020-02-01
294709,67.0,10227,0.0065512858120661,2020-02-01
294788,22.0,5571,0.003949021719619458,2020-02-01
294819,105.0,14189,0.00740009866798224,2020-02-01
294944,120.0,7538,0.015919342000530644,2020-02-01
295064,55.0,6491,0.00847327068248344,2020-02-01
295067,45.0,17415,0.002583979328165375,2020-02-01
295744,19.0,2718,0.006990434142752024,2020-02-01
295745,62.0,5449,0.011378234538447421,2020-02-01
295746,173.0,13780,0.012554426705370101,2020-02-01
295748,118.0,16760,0.007040572792362768,2020-02-01
295750,143.0,9019,0.015855416343275308,2020-02-01
295751,132.0,10171,0.012978074918887032,2020-02-01
295752,110.0,10976,0.010021865889212828,2020-02-01
295753,54.0,5289,0.01020986954055587,2020-02-01
295754,99.0,12292,0.008054018874064432,2020-02-01
295755,181.0,14877,0.012166431404180951,2020-02-01
295756,69.0,3254,0.021204671173939767,2020-02-01
295757,94.0,6117,0.0153670099722086,2020-02-01
295758,114.0,8163,0.01396545387725101,2020-02-01
295760,115.0,6373,0.01804487682410168,2020-02-01
295762,106.0,8021,0.013215309811744172,2020-02-01
295763,213.0,14431,0.014759891899383272,2020-02-01
295764,95.0,7976,0.011910732196589769,2020-02-01
295767,158.0,5314,0.029732781332329695,2020-02-01
295769,183.0,9537,0.01918842403271469,2020-02-01
295771,69.0,6693,0.010309278350515464,2020-02-01
295773,47.0,7581,0.006199709800817834,2020-02-01
295774,189.0,11574,0.016329704510108865,2020-02-01
295775,95.0,6669,0.014245014245014245,2020-02-01
295776,87.0,8741,0.009953094611600504,2020-02-01
295778,362.0,15658,0.023119172308085325,2020-02-01
295779,89.0,3277,0.027158986878242294,2020-02-01
296247,4.0,1799,0.0022234574763757642,2020-02-01
296250,53.0,5319,0.009964278999811995,2020-02-01
296252,43.0,3707,0.011599676288103588,2020-02-01
296253,20.0,4362,0.004585052728106373,2020-02-01
296258,13.0,1548,0.008397932816537468,2020-02-01
296263,1.0,2765,0.0003616636528028933,2020-02-01
296265,88.0,6072,0.014492753623188406,2020-02-01
296267,39.0,3787,0.010298389226300502,2020-02-01
296271,4.0,5185,0.0007714561234329798,2020-02-01
296274,60.0,9527,0.006297890206780728,2020-02-01
296276,24.0,2978,0.008059100067159167,2020-02-01
296277,45.0,5761,0.00781114389862871,2020-02-01
296279,43.0,4600,0.009347826086956522,2020-02-01
296281,64.0,7037,0.009094784709393207,2020-02-01
296282,14.0,2108,0.006641366223908918,2020-02-01
